fuel_type,plant_age_years,efficiency_percent,capacity_factor_percent,load_factor,weather_impact_factor,maintenance_factor,region,grid_demand_mw,operating_temp_celsius,distance_to_grid_km,electricity_generated_mwh,co2_emissions_tonnes
Coal,37.9,33.12,74.79,0.651,1.0,1.0,Central,3034.08,16.2,97.8,13040.46,24195.3
Coal,30.1,30.89,65.36,0.437,1.0,1.0,East,3945.91,38.8,14.1,2774.21,5215.96
Coal,8.3,38.86,53.74,0.533,1.0,1.0,East,5395.16,12.5,59.1,6100.74,7606.69
Nuclear,5.4,40.59,87.24,0.568,1.0,0.95,West,3576.82,25.4,43.2,11140.04,235.28
Geothermal,7.0,20.11,51.38,0.37,1.0,1.0,Central,4718.24,29.9,65.9,964.25,94.32
Natural_Gas,17.0,44.74,47.65,0.391,1.0,1.0,East,5438.96,26.4,81.1,2559.14,1244.1
Coal,4.9,37.15,60.3,0.661,1.0,1.0,South,4808.78,18.7,90.2,4936.18,6118.15
Hydroelectric,15.0,88.33,33.74,0.706,1.135,1.0,North,1982.03,23.3,21.2,957.44,13.07
Coal,33.9,38.24,66.68,0.705,1.0,1.0,Central,4608.66,17.1,54.5,11495.19,17554.6
Coal,30.9,29.83,71.59,0.945,1.0,1.0,East,6763.18,28.1,24.6,15332.23,28569.23
Hydroelectric,33.7,82.42,63.28,0.581,0.96,1.0,South,1055.19,12.9,48.3,2460.7,47.36
Wind,18.8,33.93,35.29,0.821,0.922,1.0,North,6520.13,20.3,42.1,865.4,18.56
Coal,32.4,28.71,70.68,0.441,1.0,1.0,East,4805.14,16.8,33.3,9067.49,18016.42
Coal,26.4,35.29,44.74,0.873,1.0,1.0,South,5737.67,22.0,44.0,8598.67,12057.52
Coal,35.8,30.61,60.78,0.394,1.0,1.0,West,3848.41,21.8,45.9,6864.38,14627.85
Oil,35.2,28.51,43.98,0.356,1.0,1.0,South,6163.91,40.7,92.9,939.11,1740.82
Natural_Gas,14.9,44.98,79.86,0.831,1.0,1.0,North,5430.74,32.0,53.9,4909.29,2201.24
Hydroelectric,19.6,92.13,19.83,0.331,1.139,1.0,North,5893.29,19.5,33.8,192.0,3.0
Biomass,28.8,24.07,63.38,0.751,1.0,1.0,South,8899.97,43.5,33.3,3928.12,2474.19
Oil,5.3,35.63,38.57,0.997,1.0,0.95,South,5571.9,29.0,89.5,1890.67,1965.13
Natural_Gas,23.4,50.86,45.87,0.415,1.0,1.0,South,2817.21,25.6,40.9,1718.89,703.12
Natural_Gas,14.4,48.29,60.92,0.573,1.0,1.0,West,6001.05,21.6,65.9,4620.18,1985.21
Wind,10.9,35.03,36.48,0.902,0.889,1.0,Central,2959.55,44.6,100.0,76.25,1.24
Natural_Gas,22.5,43.91,44.2,0.861,1.0,1.0,North,3772.02,24.4,35.5,5483.57,2676.34
Natural_Gas,34.9,43.61,42.44,0.967,1.0,1.0,Central,4572.48,16.3,20.3,1897.76,916.64
Coal,35.8,31.88,77.25,0.586,1.0,1.0,East,4867.6,17.6,54.4,12512.76,25937.04
Coal,38.1,25.68,69.69,0.68,1.0,1.0,Central,6626.1,28.3,78.6,16623.59,39331.36
Coal,25.9,32.18,75.71,0.948,1.0,1.0,North,6376.34,31.2,38.4,20046.04,32469.62
Hydroelectric,2.1,93.89,55.11,0.662,0.985,1.0,North,8256.33,32.6,52.0,86.26,1.06
Nuclear,25.6,34.92,95.0,0.878,1.0,1.0,South,3901.43,24.6,6.7,10031.5,288.7
Nuclear,15.5,29.28,92.68,0.816,1.0,1.0,North,4931.33,32.8,94.2,11015.82,358.69
Natural_Gas,20.1,51.64,67.19,0.978,1.0,1.0,South,4097.09,14.4,30.9,6813.62,2607.06
Natural_Gas,1.2,46.76,39.9,0.875,1.0,0.95,West,4534.32,19.5,76.1,3225.11,1299.73
Hydroelectric,20.8,84.95,33.8,0.457,0.955,0.95,Central,4491.61,25.4,93.9,1081.68,19.03
Nuclear,4.1,30.61,94.35,0.701,1.0,1.0,East,3851.48,33.1,39.3,7510.32,209.53
Wind,14.3,29.7,22.24,0.771,1.197,1.0,East,7399.02,26.3,82.6,596.9,12.69
Natural_Gas,30.8,48.62,79.7,0.851,1.0,1.0,Central,6362.83,13.0,41.5,3465.93,1615.01
Nuclear,13.7,33.22,83.46,0.738,1.0,1.0,North,4793.48,14.4,81.1,14005.16,391.67
Coal,15.9,32.01,85.2,0.538,1.0,1.0,East,5940.6,35.3,7.7,9110.44,14015.98
Coal,6.2,39.56,63.31,0.719,1.0,1.0,East,6736.65,24.5,7.7,6849.55,8288.36
Natural_Gas,2.8,48.51,76.64,0.875,1.0,1.0,East,3291.23,16.9,20.3,7577.58,2899.62
Natural_Gas,3.7,49.33,54.05,0.429,1.0,1.0,Central,5208.49,32.9,81.2,402.7,148.89
Hydroelectric,15.4,93.26,52.24,0.886,0.907,1.0,Central,4390.64,9.8,2.7,853.63,12.31
Coal,16.4,32.11,64.52,0.493,1.0,0.95,West,4908.31,13.9,31.4,3946.4,6626.72
Natural_Gas,22.7,52.21,67.39,0.992,1.0,1.0,North,7440.68,27.1,69.4,5938.2,2548.91
Solar,5.6,18.15,25.4,0.663,0.832,1.0,Central,3128.36,66.5,6.3,341.96,54.15
Coal,33.5,21.76,80.74,0.833,1.0,1.0,South,6490.61,18.7,85.7,8931.69,23323.27
Coal,19.8,33.32,58.35,0.35,1.0,1.0,East,5773.94,39.3,47.7,6451.57,10586.99
Coal,1.3,37.03,69.21,0.556,1.0,1.0,Central,5792.6,29.2,65.9,10769.06,12213.17
Natural_Gas,17.9,50.81,55.78,0.642,1.0,1.0,South,2207.26,25.8,55.7,1110.0,464.88
Wind,36.9,23.97,35.48,0.923,0.994,1.0,North,3028.93,9.2,31.6,1265.77,36.83
Coal,17.0,25.22,76.42,0.78,1.0,1.0,South,3092.68,29.1,90.8,16386.27,32907.92
Wind,17.8,28.52,48.11,0.849,0.838,1.0,North,3938.54,18.7,42.6,1001.56,21.36
Natural_Gas,13.7,49.03,55.46,0.77,1.0,1.0,Central,4435.3,18.0,95.7,6079.31,2395.21
Nuclear,10.1,32.58,82.77,0.784,1.0,1.0,West,4649.19,20.5,16.9,10109.3,265.0
Natural_Gas,7.0,49.47,69.72,0.344,1.0,1.0,East,6485.45,9.4,49.7,1494.16,602.93
Nuclear,21.1,31.88,88.09,0.707,1.0,1.0,South,6764.39,16.6,17.2,9227.65,312.0
Wind,5.3,34.82,31.68,0.519,0.867,1.0,West,5963.86,28.6,38.4,387.33,6.19
Solar,36.6,25.33,31.34,0.542,1.22,1.0,South,3476.9,38.5,1.2,852.91,128.06
Oil,19.1,37.21,40.22,0.691,1.0,1.0,South,5330.98,7.3,8.2,776.28,929.97
Natural_Gas,34.8,43.76,58.17,0.388,1.0,0.95,West,3942.35,29.7,61.9,2088.96,1263.6
Natural_Gas,9.8,50.92,43.0,0.799,1.0,0.95,South,5294.7,18.4,59.7,2977.6,1081.03
Hydroelectric,14.0,86.31,47.15,0.998,1.076,1.0,North,5186.61,31.0,44.7,1817.04,27.14
Wind,32.5,23.93,38.56,0.425,0.925,0.95,East,5147.66,29.3,57.4,201.97,6.16
Nuclear,17.7,35.32,81.64,0.967,1.0,1.0,East,5070.83,19.1,11.6,20818.36,644.76
Natural_Gas,22.6,46.16,69.45,0.475,1.0,1.0,South,5351.56,23.5,86.3,3294.56,1574.77
Natural_Gas,7.4,55.2,53.57,0.417,1.0,1.0,South,3075.37,31.2,28.4,2509.7,857.38
Solar,21.4,13.44,29.46,0.954,0.758,1.0,South,3988.15,16.1,58.2,535.87,136.63
Biomass,33.0,23.8,68.74,0.359,1.0,1.0,North,2168.21,44.5,91.0,1670.09,1280.65
Natural_Gas,39.5,43.24,69.08,0.335,1.0,1.0,Central,3697.74,20.8,46.4,839.97,539.0
Coal,3.7,34.2,84.06,0.344,1.0,1.0,North,3828.9,39.2,38.0,4058.19,5824.65
Hydroelectric,35.5,85.86,61.92,0.639,0.739,1.0,Central,2610.01,20.9,37.3,70.15,1.35
Oil,34.9,34.32,57.95,0.993,1.0,1.0,Central,6301.77,39.8,16.1,3720.09,4395.36
Natural_Gas,28.4,48.12,53.28,0.469,1.0,1.0,Central,5164.69,27.2,4.6,2726.6,1341.27
Biomass,3.3,29.39,60.91,0.91,1.0,1.0,North,4679.72,21.0,97.9,2513.67,1090.13
Nuclear,21.8,27.3,88.62,0.882,1.0,1.0,West,5124.15,13.9,69.7,18077.65,661.69
Natural_Gas,36.6,44.22,54.71,0.88,1.0,1.0,Central,6771.08,21.0,47.2,3332.15,1849.32
Natural_Gas,26.1,51.53,78.85,0.373,1.0,1.0,Central,8047.69,33.6,93.9,3926.9,1639.53
Coal,6.4,27.56,84.24,0.395,1.0,1.0,North,5672.98,31.2,77.1,6370.91,10531.78
Coal,5.5,37.39,62.85,0.393,1.0,1.0,West,5610.06,30.2,45.3,3921.33,5121.02
Coal,21.7,30.73,94.12,0.333,1.0,1.0,East,3673.12,27.7,91.2,3110.77,5757.34
Coal,28.4,30.4,65.62,0.88,1.0,1.0,North,6840.74,25.8,40.1,16085.75,25957.05
Coal,27.3,37.73,73.92,0.571,1.0,1.0,South,1859.45,31.7,28.3,7168.08,10136.48
Natural_Gas,15.8,46.88,76.47,0.328,1.0,0.95,East,8182.59,19.7,99.5,4193.56,2103.69
Solar,1.5,22.14,38.41,0.889,1.01,1.0,South,4039.0,36.5,36.0,1344.48,165.77
Coal,28.0,27.01,69.41,0.72,1.0,1.0,West,7528.79,12.5,31.3,11413.97,25160.04
Coal,19.9,35.04,64.84,0.946,1.0,1.0,South,6555.33,15.9,60.1,5142.17,7085.35
Wind,15.9,38.78,37.51,0.694,0.973,1.0,South,7614.18,39.3,79.4,784.23,12.59
Natural_Gas,21.3,51.45,49.44,0.838,1.0,1.0,West,4293.35,22.3,48.5,5521.37,2424.45
Natural_Gas,28.3,48.75,65.94,0.55,1.0,1.0,South,3984.37,45.6,90.1,2816.23,1238.12
Natural_Gas,34.1,44.46,72.81,0.469,1.0,1.0,South,4652.82,17.8,84.1,1598.93,800.97
Hydroelectric,26.4,85.4,27.93,0.623,0.967,1.0,North,4885.35,33.8,53.6,394.31,6.46
Oil,7.9,42.47,46.83,0.599,1.0,0.95,North,5985.3,11.3,93.8,1983.92,1750.16
Coal,17.1,34.09,67.23,0.649,1.0,1.0,Central,4143.38,9.4,36.7,8127.34,12606.91
Wind,25.4,32.71,31.0,0.425,1.061,1.0,South,3292.13,34.3,80.7,244.05,4.97
Nuclear,35.2,33.17,82.15,0.411,1.0,1.0,West,3559.24,30.2,61.1,11739.72,449.72
Natural_Gas,17.7,53.83,71.16,0.539,1.0,1.0,East,6284.0,26.3,95.7,92.08,36.35
Hydroelectric,24.7,79.6,53.38,0.954,1.103,1.0,North,5231.37,38.5,81.2,4896.41,93.18
Coal,26.8,37.4,64.55,0.807,1.0,1.0,North,3459.03,8.5,39.1,11671.46,16925.16
Coal,15.9,36.7,69.84,0.504,1.0,1.0,East,4599.31,40.5,51.7,7809.98,10113.27
Hydroelectric,29.8,81.8,48.66,0.655,1.007,1.0,West,4190.91,29.3,29.1,1301.43,23.1
Hydroelectric,16.1,84.61,44.85,0.465,1.021,1.0,South,5364.79,18.6,87.1,1123.05,17.77
Coal,25.2,26.07,82.71,0.674,1.0,1.0,West,3395.06,25.1,15.9,12429.94,27808.42
Coal,28.2,34.73,74.26,0.741,1.0,1.0,North,7956.02,16.7,44.6,9626.69,14909.26
Natural_Gas,7.3,51.47,49.59,0.812,1.0,1.0,South,5751.17,35.0,10.4,2683.02,971.64
Nuclear,30.0,34.01,79.41,0.772,1.0,0.95,West,2980.42,18.9,37.9,12807.11,417.31
Natural_Gas,19.5,46.56,43.58,0.372,1.0,1.0,South,2562.47,14.9,82.3,360.19,150.22
Natural_Gas,14.4,48.55,56.85,0.487,1.0,1.0,South,4025.66,16.9,87.1,4447.36,1815.21
Oil,13.9,40.96,41.38,0.374,1.0,1.0,South,4499.06,23.5,9.4,1779.4,1802.35
Wind,28.4,35.38,35.94,0.765,0.731,1.0,Central,4512.31,36.6,11.6,374.79,7.23
Coal,1.3,35.96,78.98,0.401,1.0,1.0,Central,6957.41,30.7,42.5,4491.13,5263.47
Natural_Gas,1.8,54.31,38.82,0.612,1.0,1.0,North,3451.79,30.9,55.4,3235.49,1169.55
Natural_Gas,6.2,50.29,45.88,0.329,1.0,1.0,West,5939.24,25.3,23.6,1530.34,585.1
Oil,1.5,37.81,57.0,0.628,1.0,1.0,South,5964.85,29.8,36.4,1980.33,1899.14
Biomass,2.5,20.63,73.03,0.982,1.0,1.0,East,3359.94,29.9,92.9,3501.7,2243.6
Natural_Gas,2.6,54.7,76.69,0.568,1.0,1.0,West,5154.82,-13.6,57.9,4120.86,1345.03
Natural_Gas,26.9,41.06,68.19,0.576,1.0,1.0,South,6174.88,25.7,49.3,5791.59,3624.4
Natural_Gas,11.9,43.4,66.41,0.427,1.0,1.0,East,5004.64,17.4,5.3,2492.61,1206.71
Solar,21.1,16.79,25.59,0.921,0.909,1.0,Central,4150.47,29.3,52.3,206.34,41.87
Coal,2.1,36.78,60.29,0.849,1.0,1.0,East,3137.83,39.0,22.3,10547.93,12727.28
Natural_Gas,38.4,48.87,95.0,0.312,1.0,0.95,West,4802.45,36.9,54.0,3881.19,1971.81
Natural_Gas,19.4,44.52,83.86,0.489,1.0,1.0,North,4304.56,22.8,85.7,1155.8,585.94
Natural_Gas,38.2,45.51,51.8,0.558,1.0,1.0,East,4023.72,25.2,87.2,1797.75,928.94
Coal,24.0,33.83,85.86,0.391,1.0,1.0,West,4971.83,25.9,63.7,6132.92,9871.3
Biomass,36.7,14.75,44.75,0.739,1.0,0.95,North,4145.43,33.7,44.4,1622.07,1873.85
Natural_Gas,8.0,52.4,53.68,0.766,1.0,1.0,West,6011.5,20.6,64.9,3292.99,1206.81
Coal,28.8,32.65,74.67,0.523,1.0,1.0,Central,7973.77,32.6,72.8,6774.66,13248.47
Natural_Gas,37.2,47.09,46.41,0.38,1.0,1.0,East,7481.35,32.6,95.7,1750.78,894.9
Coal,2.9,35.64,56.84,0.918,1.0,1.0,East,7648.34,23.8,78.7,5504.63,6684.37
Natural_Gas,16.1,55.02,47.36,0.7,1.0,1.0,North,7001.19,19.1,68.0,5108.5,1855.78
Natural_Gas,32.5,46.59,81.61,0.631,1.0,1.0,South,5283.04,30.7,5.9,4913.29,2497.16
Natural_Gas,20.0,46.32,58.78,0.474,1.0,1.0,East,6099.06,32.6,29.9,4842.97,2433.52
Natural_Gas,28.0,43.56,42.17,0.489,1.0,1.0,East,5961.24,47.9,62.8,759.33,403.25
Coal,16.2,30.06,67.83,0.564,1.0,1.0,West,4487.5,18.0,57.5,7375.92,12425.06
Wind,7.4,30.85,33.77,0.823,0.756,1.0,Central,5449.86,9.3,70.9,712.5,13.65
Coal,6.5,32.12,79.73,0.609,1.0,1.0,South,5813.39,37.9,26.5,5006.64,7272.37
Natural_Gas,22.6,42.67,70.41,0.84,1.0,1.0,West,3521.08,23.6,68.0,3427.15,1778.73
Hydroelectric,7.7,93.89,53.09,0.314,0.948,1.0,Central,4231.38,33.8,16.7,1181.71,15.32
Solar,15.1,22.56,28.38,0.424,0.935,0.95,West,3800.3,18.3,5.1,120.49,17.0
Nuclear,31.4,29.22,92.68,0.955,1.0,1.0,East,8440.43,15.6,30.8,212.34,8.28
Nuclear,7.4,33.72,80.78,0.565,1.0,1.0,East,5050.11,33.2,71.6,10498.24,277.46
Natural_Gas,15.8,44.47,48.22,0.858,1.0,1.0,West,5368.59,21.0,59.5,4362.07,2101.39
Coal,39.4,32.67,60.63,0.322,1.0,1.0,East,5869.38,9.3,36.2,5659.03,9951.65
Natural_Gas,23.8,50.35,46.76,0.967,1.0,1.0,Central,8319.92,26.5,71.0,6539.2,2818.05
Natural_Gas,9.6,50.24,56.23,0.59,1.0,1.0,East,5124.11,10.8,75.1,2648.7,1047.64
Coal,27.6,37.22,86.25,0.798,1.0,1.0,East,2960.57,24.8,44.8,7164.44,11471.4
Hydroelectric,11.9,85.05,62.26,0.63,0.757,1.0,North,3901.03,25.4,50.2,1103.65,16.03
Natural_Gas,28.2,47.68,53.56,0.314,1.0,1.0,East,4330.58,33.9,49.2,1861.39,923.56
Oil,19.1,35.2,79.37,0.517,1.0,1.0,East,4362.13,38.3,9.8,2213.98,2764.62
Wind,13.1,32.02,35.23,0.622,1.112,1.0,North,2341.42,10.5,42.4,489.25,8.5
Coal,5.8,30.86,65.73,0.414,1.0,0.95,West,3704.17,20.1,7.2,7126.05,11159.49
Nuclear,3.1,29.71,85.47,0.398,1.0,1.0,East,2390.89,26.2,24.9,10317.04,336.57
Coal,16.5,33.82,73.07,0.449,1.0,1.0,East,3658.33,13.9,34.5,9646.01,15171.08
Coal,15.2,37.55,56.62,0.493,1.0,1.0,North,5477.75,20.2,90.0,1808.39,2654.82
Wind,5.3,36.51,44.3,0.73,0.872,1.0,West,5486.12,28.4,51.1,573.47,8.81
Biomass,38.9,19.78,25.87,0.986,1.0,1.0,West,7477.84,38.8,90.4,1769.37,1640.54
Coal,16.9,32.62,70.85,0.806,1.0,1.0,West,3254.78,19.9,6.3,8504.06,13012.45
Coal,24.8,29.44,78.98,0.944,1.0,1.0,North,6118.45,32.0,5.5,18493.92,31932.12
Biomass,11.9,18.07,59.28,0.851,1.0,1.0,West,3178.12,28.8,47.0,4703.5,3597.55
Hydroelectric,28.5,84.5,18.8,0.68,0.771,1.0,East,3386.95,5.6,89.3,365.37,6.13
Natural_Gas,12.4,48.3,59.31,0.685,1.0,1.0,West,4350.3,22.6,10.2,4151.07,1848.71
Wind,39.8,30.3,35.32,0.417,0.897,1.0,South,4540.85,27.8,26.9,443.23,11.47
Natural_Gas,33.5,47.84,51.53,0.426,1.0,1.0,West,2535.1,20.1,33.5,3615.75,1811.42
Natural_Gas,26.6,49.63,68.11,0.653,1.0,1.0,West,4997.12,25.0,52.4,2589.57,1187.2
Biomass,23.3,25.65,50.69,0.995,1.0,1.0,South,3915.68,28.6,79.3,4206.57,2504.52
Nuclear,11.8,30.09,88.48,0.628,1.0,1.0,Central,3201.41,19.1,96.3,12695.99,363.28
Coal,31.5,29.2,79.72,0.45,1.0,1.0,Central,6067.21,30.0,6.9,9158.25,18470.78
Wind,27.3,27.8,38.16,0.552,1.182,1.0,Central,6604.32,41.0,69.5,433.68,10.75
Coal,18.5,39.31,75.45,0.32,1.0,1.0,Central,6013.8,36.1,71.7,3503.37,4309.51
Nuclear,5.0,33.11,75.41,0.971,1.0,0.95,North,1556.65,12.6,35.4,18717.87,492.05
Nuclear,13.1,32.28,84.94,0.669,1.0,1.0,North,7106.46,32.0,78.9,16105.17,466.04
Nuclear,30.1,35.99,84.3,0.947,1.0,1.0,West,7893.99,10.1,75.5,13705.73,411.52
Natural_Gas,11.8,54.18,50.06,0.831,1.0,1.0,South,4762.35,4.5,85.4,4436.94,1694.56
Natural_Gas,34.7,43.92,48.21,0.874,1.0,1.0,West,6148.14,23.5,1.0,2373.36,1262.07
Solar,5.8,16.65,27.44,0.706,0.923,1.0,West,5641.33,30.5,19.7,678.53,116.8
Hydroelectric,14.6,95.0,72.39,0.763,1.108,0.95,West,3986.97,7.8,25.0,3880.79,58.81
Natural_Gas,32.7,40.02,52.94,0.923,1.0,1.0,North,4898.76,11.9,84.9,6067.82,3306.79
Coal,33.1,32.73,85.3,0.449,1.0,1.0,West,7203.56,8.2,47.4,4848.18,8405.43
Coal,20.6,32.79,65.14,0.547,1.0,1.0,West,6399.65,21.8,61.2,7724.49,11942.47
Nuclear,25.2,27.58,85.76,0.584,1.0,1.0,West,6856.25,22.1,93.0,3709.08,142.54
Natural_Gas,6.2,52.32,86.87,0.479,1.0,1.0,West,7620.92,3.6,85.6,4279.49,1597.08
Nuclear,3.2,28.32,92.0,0.964,1.0,1.0,East,3785.09,30.2,2.6,5547.34,166.12
Wind,23.9,31.43,37.56,0.621,1.155,1.0,East,6797.72,22.5,95.3,339.07,7.2
Nuclear,30.4,26.94,79.01,0.847,1.0,0.95,East,2340.21,21.9,15.4,8977.49,386.43
Natural_Gas,21.0,50.13,73.23,0.41,1.0,1.0,East,6497.97,13.9,34.8,1298.49,617.7
Coal,30.5,32.95,75.14,0.738,1.0,1.0,East,5895.52,8.2,98.0,6801.26,11717.33
Coal,12.9,32.19,64.13,0.865,1.0,1.0,East,4144.93,37.9,95.0,12698.99,17048.64
Wind,32.0,34.98,36.8,0.37,1.009,1.0,Central,4793.32,9.1,85.7,548.41,11.99
Natural_Gas,4.5,52.23,33.31,0.37,1.0,1.0,North,3610.34,14.0,56.0,664.53,244.83
Coal,12.1,29.36,66.46,0.589,1.0,1.0,East,6320.71,2.8,54.9,12862.03,21121.73
Coal,1.2,34.01,78.4,0.949,1.0,1.0,West,5816.61,24.0,73.0,14111.88,17481.54
Solar,32.7,13.13,27.44,0.39,1.071,1.0,West,2707.91,25.8,60.2,334.83,94.77
Coal,13.6,34.0,44.21,0.452,1.0,1.0,East,6168.78,21.1,10.4,3202.2,4577.98
Natural_Gas,5.1,46.83,58.88,0.454,1.0,1.0,West,5524.96,24.2,77.6,3412.08,1463.18
Coal,37.0,31.14,78.02,0.857,1.0,0.95,West,4256.95,17.0,78.4,8674.88,15948.16
Nuclear,8.5,37.81,91.3,0.818,1.0,0.95,East,7514.95,8.6,25.0,22069.01,548.07
Wind,32.0,31.5,39.07,0.404,1.051,1.0,West,6534.21,26.6,81.3,838.46,19.13
Solar,6.9,23.32,15.32,0.354,0.842,1.0,West,6422.45,35.6,36.4,138.93,17.29
Natural_Gas,31.1,50.09,44.0,0.804,1.0,1.0,East,5467.44,19.9,82.0,6628.73,3164.88
Natural_Gas,34.1,46.68,53.37,0.84,1.0,1.0,East,5157.93,11.0,5.3,4670.4,2344.92
Natural_Gas,25.6,48.01,83.5,0.559,1.0,1.0,South,6897.8,7.6,27.9,4380.48,1939.08
Natural_Gas,7.0,47.1,59.01,0.58,1.0,1.0,West,3451.79,24.5,82.6,3915.7,1504.26
Natural_Gas,30.6,44.94,83.31,0.537,1.0,1.0,North,6553.49,30.4,60.5,7731.12,3828.99
Natural_Gas,4.2,52.56,76.57,0.316,1.0,1.0,East,4716.68,28.4,60.6,4376.66,1539.5
Geothermal,39.9,10.0,61.77,0.771,1.0,1.0,North,3468.19,30.8,80.0,3185.42,814.63
Coal,28.1,33.19,82.54,0.559,1.0,1.0,North,4039.78,28.2,24.3,10482.18,18151.29
Natural_Gas,37.4,49.33,61.7,0.481,1.0,1.0,Central,5182.21,4.8,63.5,2457.37,1208.46
Solar,7.6,12.6,25.67,0.83,0.579,1.0,Central,7020.86,34.3,11.9,471.59,98.25
Oil,6.2,43.4,57.71,0.398,1.0,1.0,North,3735.31,17.3,54.5,965.02,875.83
Natural_Gas,17.7,45.03,77.45,0.818,1.0,1.0,South,8502.23,44.6,94.1,4061.84,1963.45
Natural_Gas,12.7,46.34,52.36,0.809,1.0,1.0,North,5185.26,20.9,11.4,5892.43,2514.85
Coal,32.2,34.03,61.3,0.476,1.0,1.0,Central,2763.27,39.2,45.4,4872.95,8243.6
Biomass,6.8,24.23,31.16,0.769,1.0,1.0,West,5869.54,42.5,20.2,1005.62,529.2
Nuclear,24.2,28.48,79.08,0.475,1.0,0.95,Central,4618.68,28.2,48.2,7256.29,267.03
Coal,39.1,25.69,64.44,0.999,1.0,1.0,Central,4322.05,12.1,36.4,7387.6,16174.1
Natural_Gas,14.0,50.91,47.46,0.403,1.0,1.0,West,4039.6,30.4,28.3,1507.38,627.79
Biomass,16.8,28.06,14.93,0.354,1.0,1.0,Central,5721.61,40.3,13.6,68.43,35.94
Hydroelectric,29.4,88.96,10.63,0.886,1.009,1.0,West,3730.94,40.7,40.5,422.09,7.54
Wind,12.4,28.21,43.97,0.493,0.946,1.0,North,5105.73,14.4,5.3,860.61,18.65
Natural_Gas,20.5,49.51,48.08,0.952,1.0,1.0,Central,6034.9,28.6,86.4,6090.34,2701.95
Natural_Gas,9.9,55.09,41.56,0.329,1.0,1.0,East,6102.16,20.8,37.8,2223.71,826.0
Wind,17.5,36.9,37.49,0.619,1.085,1.0,South,5931.86,6.2,13.8,308.51,5.49
Coal,22.0,32.54,50.42,0.621,1.0,1.0,South,4266.95,20.9,69.8,6217.63,10081.27
Hydroelectric,36.2,86.67,49.34,0.594,0.771,1.0,West,4370.78,34.7,33.8,1485.76,26.17
Oil,27.3,32.63,43.22,0.369,1.0,1.0,West,5319.9,26.2,50.6,487.85,656.71
Nuclear,9.5,30.29,82.93,0.913,1.0,1.0,Central,3870.15,39.6,94.3,21095.01,623.2
Biomass,26.7,29.23,57.03,0.92,1.0,1.0,Central,5157.67,29.4,48.2,3979.73,2120.08
Solar,29.5,17.21,29.96,0.59,1.108,1.0,West,4441.53,43.1,48.0,259.67,51.04
Wind,6.0,40.54,35.83,0.847,0.881,1.0,West,4649.5,22.9,85.0,627.35,9.04
Natural_Gas,17.9,52.56,40.7,0.359,1.0,1.0,West,4873.34,19.5,66.2,1176.71,469.84
Coal,1.7,28.15,64.31,0.768,1.0,1.0,West,2170.76,34.4,60.8,8182.49,13167.07
Oil,25.1,32.81,38.53,0.903,1.0,1.0,South,6174.36,-3.2,71.4,2530.61,3193.82
Oil,38.9,36.01,70.44,0.729,1.0,1.0,Central,5283.67,23.0,3.3,3818.53,5277.82
Nuclear,25.7,25.18,88.55,0.81,1.0,1.0,Central,7068.67,12.6,67.5,23015.95,857.86
Natural_Gas,25.6,51.08,76.1,0.615,1.0,1.0,Central,2043.8,22.4,17.6,2861.98,1220.83
Natural_Gas,13.9,51.92,62.73,0.756,1.0,1.0,South,3801.54,14.4,85.1,8939.23,3471.63
Natural_Gas,34.1,49.41,55.89,0.551,1.0,1.0,West,5365.66,21.1,64.6,3715.67,1825.87
Natural_Gas,8.3,46.73,57.16,0.892,1.0,1.0,South,6537.57,17.9,62.5,4686.35,1879.87
Natural_Gas,9.0,47.72,72.71,0.496,1.0,1.0,East,3574.64,21.0,35.6,3406.77,1375.72
Solar,21.0,12.32,28.5,0.945,0.962,1.0,South,3941.8,31.3,36.3,1004.88,246.67
Hydroelectric,26.9,91.72,71.51,0.468,1.083,0.95,South,6350.86,28.1,60.3,515.96,8.43
Nuclear,33.2,31.11,80.45,0.61,1.0,1.0,West,4461.94,23.4,63.8,7178.62,257.93
Nuclear,10.3,39.17,83.7,0.937,1.0,1.0,South,2475.58,18.4,75.0,15271.14,336.92
Coal,13.9,25.42,79.34,0.575,1.0,1.0,West,4830.74,26.8,84.4,7374.41,13620.08
Natural_Gas,31.6,48.74,78.7,0.423,1.0,1.0,West,1875.22,29.3,7.7,4688.96,2275.64
Natural_Gas,16.5,47.03,38.97,0.793,1.0,1.0,North,6552.05,23.9,86.1,5060.76,2312.73
Coal,10.7,34.09,64.31,0.736,1.0,0.95,Central,4327.57,28.0,24.1,13022.2,17043.61
Hydroelectric,18.7,86.07,52.82,0.584,0.836,1.0,West,4019.6,3.8,59.3,2427.8,40.24
Wind,21.4,36.56,47.63,0.57,1.003,1.0,North,6068.82,34.9,3.9,377.32,7.03
Nuclear,2.2,36.29,88.34,0.565,1.0,1.0,East,5779.56,3.4,53.0,10990.25,269.02
Hydroelectric,22.1,81.74,39.04,0.961,0.929,0.95,North,8685.51,23.2,70.6,1934.89,32.61
Biomass,6.9,25.74,36.27,0.534,1.0,0.95,North,6546.12,14.6,11.5,1181.91,691.38
Natural_Gas,12.7,48.22,37.95,0.77,1.0,1.0,West,4848.71,27.5,60.6,773.49,312.79
Coal,16.5,33.3,59.29,0.585,1.0,1.0,Central,1429.43,27.2,14.7,7074.9,9317.34
Natural_Gas,30.0,48.35,71.72,0.687,1.0,1.0,East,4910.5,29.2,87.8,6789.87,3183.97
